부산광역시_자전거대여소_20230822.csv관리번호,공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자,제공기관코드,제공기관명
26350-00010,장지공원,근린공원,-,부산광역시 해운대구 우동2로32번길 67-5(우동),35.1692059,129.151635,60930,-,-,-,-,-,1972-12-30,해운대구청 늘푸른과,-,2018-08-10,3330000,부산광역시 해운대구
26350-00011,반여제3공원,근린공원,-,부산광역시 해운대구 재송동 산8-1,35.1931972,129.1137279,30410,-,-,-,-,-,1979-10-22,해운대구청 늘푸른과,-,2018-08-10,3330000,부산광역시 해운대구
26350-00012,희망공원,어린이공원,-,부산광역시 해운대구 재반로226번길 48(반여동),35.197702,129.1246864,4241,-,-,-,-,-,1979-10-22,해운대구청 늘푸른과,-,2018-08-10,3330000,부산광역시 해운대구
26350-00013,으뜸공원,어린이공원,-,부산광역시 해운대구 반여동 1594-68,35.199106,129.125703,940,-,-,-,-,-,1979-10-22,해운대구청 늘푸른과,-,2018-08-10,3330000,부산광역시 해운대구
26350-00014,별천지공원,어린이공원,-,부산광역시 해운대구 재송동 1160-1,35.1916575,129.1240095,1653,-,-,-,-,-,1982-10-22,해운대구청 늘푸른과,-,2018-08-10,3330000,부산광역시 해운대구
26350-00015,꿈에공원,어린이공원,-,부산광역시 해운대구 재반로270번길 14(반여동),35.2012157,129.1237063,659,-,-,-,-,-,1987-09-30,해운대구청 늘푸른과,-,2018-08-10,3330000,부산광역시 해운대구
26350-00016,한빛공원,어린이공원,-,부산광역시 해운대구 재송동 1057-19,35.1884197,129.1158977,1324,-,-,-,-,-,1987-12-11,해운대구청 늘푸른과,-,2018-08-10,3330000,부산광역시 해운대구
26350-00017,담안골공원,근린공원,-,부산광역시 해운대구 반송동 882(반송택지개발지구),35.2277501,129.1546254,10099,-,-,-,-,-,1990-12-13,해운대구청 늘푸른과,-,2018-08-10,3330000,부산광역시 해운대구
26350-00018,부흥공원,근린공원,-,부산광역시 해운대구 좌동 1325,35.1688812,129.1731104,10737,-,-,-,-,-,1992-07-25,해운대구청 늘푸른과,-,2018-08-10,3330000,부산광역시 해운대구
26350-00019,장산공원,근린공원,-,부산광역시 해운대구 대천로67번길 48(좌동),35.1762577,129.1568576,49245.6,-,-,-,-,-,1992-07-25,해운대구청 늘푸른과,-,2018-08-10,3330000,부산광역시 해운대구
26350-00020,대천공원,근린공원,-,부산광역시 해운대구 장산로 331-19(좌동),35.1806735,129.1583654,78153.8,-,-,-,-,-,1992-07-25,해운대구청 늘푸른과,-,2018-08-10,3330000,부산광역시 해운대구
26350-00021,오산공원,근린공원,-,부산광역시 해운대구 중동 1762,35.166401,129.164348,19488,-,-,-,-,-,1992-07-25,해운대구청 늘푸른과,-,2018-08-10,3330000,부산광역시 해운대구
26350-00022,햇살공원,어린이공원,-,부산광역시 해운대구 좌동 1293,35.175265,129.1660396,5708,-,-,-,-,-,1992-08-06,해운대구청 늘푸른과,-,2018-08-10,3330000,부산광역시 해운대구
26350-00023,거미줄공원,어린이공원,-,부산광역시 해운대구 좌동 1334,35.1656385,129.1703687,1804,-,-,-,-,-,1992-08-06,해운대구청 늘푸른과,-,2018-08-10,3330000,부산광역시 해운대구
26350-00024,꿈나무공원,어린이공원,-,부산광역시 해운대구 좌동1336,35.1663624,129.1686975,1879,-,-,-,-,-,1992-08-06,해운대구청 늘푸른과,-,2018-08-10,3330000,부산광역시 해운대구
26350-00025,누림공원,어린이공원,-,부산광역시 해운대구 좌동 1437-3,35.1729531,129.175468,3760,-,-,-,-,-,1992-08-06,해운대구청 늘푸른과,-,2018-08-10,3330000,부산광역시 해운대구
26350-00026,와우공원,어린이공원,-,부산광역시 해운대구 좌동 1452,35.164887,129.1723863,1878.6,-,-,-,-,-,1992-08-06,해운대구청 늘푸른과,-,2018-08-10,3330000,부산광역시 해운대구
26350-00027,자유공원,어린이공원,-,부산광역시 해운대구 좌동 1447-1,35.1677819,129.1761164,1803.2,-,-,-,-,-,1992-08-06,해운대구청 늘푸른과,-,2018-08-10,3330000,부산광역시 해운대구
26350-00028,직녀공원,어린이공원,-,부산광역시 해운대구 좌동 1322,35.1711438,129.171794,1793.1,-,-,-,-,-,1992-08-06,해운대구청 늘푸른과,-,2018-08-10,3330000,부산광역시 해운대구
26350-00029,소담공원,어린이공원,-,부산광역시 해운대구 좌동 1376,35.1784651,129.1578058,1972,-,-,-,-,-,1992-08-06,해운대구청 늘푸른과,-,2018-08-10,3330000,부산광역시 해운대구
26350-00030,푸른공원,어린이공원,-,부산광역시 해운대구 좌동 1349,35.171897,129.1598306,1806.8,-,-,-,-,-,1992-08-06,해운대구청 늘푸른과,-,2018-08-10,3330000,부산광역시 해운대구
26350-00031,해바람공원,어린이공원,-,부산광역시 해운대구 좌동 1364,35.1711541,129.1554576,1805.6,-,-,-,-,-,1992-08-06,해운대구청 늘푸른과,-,2018-08-10,3330000,부산광역시 해운대구
26350-00032,미리내공원,어린이공원,-,부산광역시 해운대구 좌동 1416,35.1780314,129.1703819,2502.8,-,-,-,-,-,1992-08-06,해운대구청 늘푸른과,-,2018-08-10,3330000,부산광역시 해운대구
26350-00033,산들공원,어린이공원,-,부산광역시 해운대구 좌동 1397,35.1795407,129.1639351,2720,-,-,-,-,-,1992-08-06,해운대구청 늘푸른과,-,2018-08-10,3330000,부산광역시 해운대구
26350-00034,견우공원,어린이공원,-,부산광역시 해운대구  좌동 1311,35.1716798,129.1712748,1799,-,-,-,-,-,1992-08-06,해운대구청 늘푸른과,-,2018-08-10,3330000,부산광역시 해운대구
26350-00035,웃음누리공원,어린이공원,-,부산광역시 해운대구 좌동 1347-4,35.1685557,129.1588058,3898.7,-,-,-,-,-,1992-08-06,해운대구청 늘푸른과,-,2018-08-10,3330000,부산광역시 해운대구
26350-00036,푸른숲공원,어린이공원,-,부산광역시 해운대구 해운대로81번길 117(재송동),35.191395,129.117835,1730.3,-,-,-,-,-,1994-11-25,해운대구청 늘푸른과,-,2018-08-10,3330000,부산광역시 해운대구
26350-00037,운봉공원,어린이공원,-,부산광역시 해운대구 반송동 873,35.2304512,129.1531546,1520.1,-,-,-,-,-,1994-12-01,해운대구청 늘푸른과,-,2018-08-10,3330000,부산광역시 해운대구
26350-00038,꽃망울공원,어린이공원,-,부산광역시 해운대구 반송동 891,35.2280754,129.150403,1680.2,-,-,-,-,-,1994-12-01,해운대구청 늘푸른과,-,2018-08-10,3330000,부산광역시 해운대구
26350-00039,운촌어린이공원,어린이공원,-,부산광역시 해운대구 우동 759-15,35.1585421,129.1433735,3635,-,-,-,-,-,1998-12-22,관광관리시설사업소,-,2018-08-10,3330000,부산광역시 해운대구
26350-00040,아시아선수촌공원,근린공원,-,부산광역시 해운대구 반여동 1634,35.2026005,129.1145898,12997,-,-,-,-,-,1999-03-06,해운대구청 늘푸른과,-,2018-08-10,3330000,부산광역시 해운대구
26350-00041,노을공원,어린이공원,-,부산광역시 해운대구 반여동 1635,35.2021073,129.1147895,1901.1,-,-,-,-,-,1999-03-06,해운대구청 늘푸른과,-,2018-08-10,3330000,부산광역시 해운대구
26350-00042,한마음공원,어린이공원,-,부산광역시 해운대구 반여동 1640,35.2005549,129.1118108,1693.2,-,-,-,-,-,1999-03-06,해운대구청 늘푸른과,-,2018-08-10,3330000,부산광역시 해운대구
26350-00043,반여공원,근린공원,-,부산광역시 해운대구 반여동 1630,35.1993814,129.1149188,10430,-,-,-,-,-,1999-03-06,해운대구청 늘푸른과,-,2018-08-10,3330000,부산광역시 해운대구
26350-00044,바람공원,어린이공원,-,부산광역시 해운대구 반여동 1620,35.2044962,129.112828,4575.9,-,-,-,-,-,1999-03-06,해운대구청 늘푸른과,-,2018-08-10,3330000,부산광역시 해운대구
26350-00045,APEC나루공원,근린공원,-,부산광역시 해운대구 수영강변대로 93(우동),35.1701498,129.1160676,99999.3,-,-,-,-,-,2000-08-10,해운대구청 늘푸른과,-,2018-08-10,3330000,부산광역시 해운대구
26350-00046,새싹공원,어린이공원,-,부산광역시 해운대구 반여동 1659,35.1966116,129.1156801,1500,-,-,-,-,-,2000-09-07,해운대구청 늘푸른과,-,2018-08-10,3330000,부산광역시 해운대구
26350-00047,별바라기공원,어린이공원,-,부산광역시 해운대구 반여동 1663,35.1982071,129.1098349,5527.5,-,-,-,-,-,2000-09-07,해운대구청 늘푸른과,-,2018-08-10,3330000,부산광역시 해운대구
26350-00048,달맞이공원,근린공원,-,부산광역시 해운대구 중동 986,35.1588569,129.1646505,47899,-,-,-,-,-,2002-06-24,해운대구청 늘푸른과,-,2018-08-10,3330000,부산광역시 해운대구
26350-00049,꽃다래공원,어린이공원,-,부산광역시 해운대구 반송동 산51-120일원,35.2188983,129.147041,24621,-,-,-,-,-,2002-07-29,해운대구청 늘푸른과,-,2018-08-10,3330000,부산광역시 해운대구
26350-00050,구덕포공원,소공원,-,부산광역시 해운대구 송정동 산67-5번지일원,35.1733406,129.1891365,1145,-,-,-,-,-,2006-02-15,해운대구청 늘푸른과,-,2018-08-10,3330000,부산광역시 해운대구
26350-00051,미소공원,어린이공원,-,부산광역시 해운대구 좌동순환로433번길 32(중동),35.1616177,129.1707266,5058.9,-,-,-,-,-,2006-06-07,해운대구청 늘푸른과,-,2018-08-10,3330000,부산광역시 해운대구
26350-00052,꿈누리공원,어린이공원,-,부산광역시 해운대구 반여동 295 일원,35.2134348,129.1195584,1545,-,-,-,-,-,2006-12-27,해운대구청 늘푸른과,-,2018-08-10,3330000,부산광역시 해운대구
26350-00053,가온공원,어린이공원,-,부산광역시 해운대구 반여동 751-8 일원,35.2112867,129.1169609,2007,-,-,-,-,-,2006-12-27,해운대구청 늘푸른과,-,2018-08-10,3330000,부산광역시 해운대구
26350-00054,수피아공원,어린이공원,-,부산광역시 해운대구 반송동 525 일원,35.2371466,129.1325936,1500,-,-,-,-,-,2007-08-22,해운대구청 늘푸른과,-,2018-08-10,3330000,부산광역시 해운대구
26350-00055,어린이공원,어린이공원,-,부산광역시 해운대구 우동263-2 일원,35.169964,129.1530443,6482,-,-,-,-,-,2007-09-12,해운대구청 늘푸른과,-,2018-08-10,3330000,부산광역시 해운대구
26350-00056,석대동어린이공원,어린이공원,-,부산광역시 해운대구 반송동 440-3 일원,35.2275332,129.1356696,2495,-,-,-,-,-,2007-11-14,해운대구청 늘푸른과,-,2018-08-10,3330000,부산광역시 해운대구
26350-00057,석대동어린이공원,어린이공원,-,부산광역시 해운대구 반송동 321-3 일원,35.2275332,129.1356696,2338,-,-,-,-,-,2007-11-14,해운대구청 늘푸른과,-,2018-08-10,3330000,부산광역시 해운대구
26350-00058,소공원,소공원,-,부산광역시 해운대구 중동 1083-7 일원,35.1600305,129.1616058,928,-,-,-,-,-,2008-06-11,해운대구청 늘푸른과,-,2018-08-10,3330000,부산광역시 해운대구
26350-00059,소공원,소공원,-,부산광역시 해운대구 해운대해변로298번길 32(중동),35.1610572,129.1645903,4849,-,-,-,-,-,2008-06-11,해운대구청 늘푸른과,-,2018-08-10,3330000,부산광역시 해운대구
26350-00060,소공원,소공원,-,부산광역시 해운대구 해운대로76번길 90-7(반여동),35.1914571,129.1084126,795,-,-,-,-,-,2009-08-12,해운대구청 늘푸른과,-,2018-08-10,3330000,부산광역시 해운대구
26350-00061,소공원,소공원,-,부산광역시 해운대구 중동 1074-1 일원,35.1612648,129.1605347,2881,-,-,-,-,-,2009-12-09,해운대구청 늘푸른과,-,2018-08-10,3330000,부산광역시 해운대구
26350-00062,초록공원,근린공원,-,부산광역시 해운대구 반여3동 산110-2번지 일원,35.2033471,129.1280857,28006,-,-,-,-,-,2009-12-23,해운대구청 늘푸른과,-,2018-08-10,3330000,부산광역시 해운대구
26350-00063,재송소공원,소공원,-,부산광역시 해운대구 재송동 산51,35.1878414,129.1237798,8679,-,-,-,-,-,2009-12-23,해운대구청 늘푸른과,-,2018-08-10,3330000,부산광역시 해운대구
26350-00064,소공원(951),소공원,-,부산광역시 해운대구 반송로513번길 66-16(석대동),35.2261652,129.1227427,662.6,-,-,-,-,-,2010-05-26,해운대구청 늘푸른과,-,2018-08-10,3330000,부산광역시 해운대구
26350-00065,해운대수목원,근린공원,-,부산광역시 해운대구 석대동 24번지 일원,35.2297418,129.1256921,628275,-,-,-,-,-,2011-02-09,해운대구청 늘푸른과,-,2018-08-10,3330000,부산광역시 해운대구
26350-00066,아이파크공원,어린이공원,-,부산광역시 해운대구 우동 1408-2,35.1577488,129.1346411,4893,-,-,-,-,-,2011-02-16,해운대구청 늘푸른과,-,2018-08-10,3330000,부산광역시 해운대구
26350-00067,소공원,소공원,-,부산광역시 해운대구 우동 1407-12,35.1601441,129.1103891,2914.8,-,-,-,-,-,2011-02-16,해운대구청 늘푸른과,-,2018-08-10,3330000,부산광역시 해운대구
26350-00068,소공원,소공원,-,부산광역시 해운대구 우동 1407-13,35.1601441,129.1103891,2710.2,-,-,-,-,-,2011-02-16,해운대구청 늘푸른과,-,2018-08-10,3330000,부산광역시 해운대구
26350-00069,소공원,소공원,-,부산광역시 해운대구 중동1로17번길 15-10(우동),35.1643689,129.1533554,393,-,-,-,-,-,2011-08-24,해운대구청 늘푸른과,-,2018-08-10,3330000,부산광역시 해운대구
26110-00001,중앙공원,근린공원,부산광역시 중구 영주동 산4번지 일원,부산광역시 중구 영주동 산4번지 일원,35.114226,129.028419,5020657,"""운동광장, 게이트볼, 궁도장, 구민운동장, 풋살경기장, 다목적 마당, 인라인스케이트장, 잔디운동장, 실내체육관, 체력단련장, 풋살구장, 농구장, 테니스장, 배드민턴장""","""어린이놀이터, 발물놀이터""","""주차장,화장실, 대중음식점,매점,전망대,다과점,치유센터,숲속요가장및 풍욕장, 낙상예방코스""","""도서관, 기념비, 충혼탑, 장건상동상, 대한해협전승비, 자연보호헌장, 시민헌장, 충무공이순신영묘비, 노인헌장비, 구덕민속예술관및놀이마당, 기념관, 광복기념관, 청소년수련시설, 최천택기념비, 민주공원표지석, 중앙공원 표지석, 6·25호국유공자기념비, 사적시설, 생태학습원""","""도로, 광장, 파고라, 못, 생태연못, 야영장, 음수대, 휴게소, 야유회장, 전망쉼터, 물놀이터, 산림욕장, 관리사무소, 소각장, 표지판, 조명등, 쓰레기통, 창고""",1986-12-02,부산시설공단,051-860-7800,2018-08-01,B552587,부산시설공단
26230-00001,어린이대공원,근린공원,부산광역시 부산진구 초읍동 43번지 일원,부산광역시 부산진구 초읍동 43번지 일원,35.186503,129.041445,4947290,"""골프연습장, 배드민턴장""","""케이블카, 어린이유희시설, 가족유희시설, 짚라인""","""제1주차장, 전망대, 매점, 매점(기념품), 휴게음식점, 간이화장실,  공중화장실, 휴게음식점(푸드트럭)""","""동물원시설, 어린이회관, 학생수련회야영장, 반공전시관, 전시관, 위인탑, 교육문화회관, 박재혁동상, 헌칠학병기념비, 이수현추모비, 어린이교통안전교육장, 부산항일학생의거기념비, 정상구시비, 고태국음악비, 금연테마동산, 상징조형물, 생태학습장, 숲체험학습센터, 소녀상, 6.25참전용사기념비, 100대 명수 기념비""","""경로당, 야영장, 힐링데크, 트리하우스, 스카이워크, 산림욕장, 관리사무소, 안내소, 통합건물""",1978-09-21,부산시설공단,051-860-7848,2018-08-01,B552587,부산시설공단
26260-00001,금강공원,근린공원,부산광역시 동래구 우장춘로 155,부산광역시 동래구 온천동 291-1번지 일원,35.228591,129.067183,3096579,"""배트민턴, 궁도장""","""유희시설, 삭도, 어드벤처, 숲속어드벤처""","""공중화장실, 유스호스텔, 전망대, 주차장""","""해양자연사박물관, 도서관, 민속예술관, 고분, 기념비및사적, 소방안전체험관, 박물관, 어린이직업체험관""","""도로, 광장, 못, 케스케이드, 미로공원, 녹차체험장, 암석원, 야영장, 힐링캠프, 산림욕장, 관리사무소""",1965-04-21,부산시설공단,051-860-7880,2018-08-01,B552587,부산시설공단
26110-00001,용두산공원,근린공원,부산광역시 중구 광복동2가 1-2번지 일원,부산광역시 중구 광복동2가 1-2번지 일원,35.100703,129.032793,70812,체력단련장,-,"""부산탑전망대, 화장실, 휴게음식점, 용두산공영주차장""","""충무공동상, 시계탑, 용탑, 국민교육헌장, 어린이헌장, 자연보호헌장, 공원비, 문학비, 승리의나팔, 백산안희제선생동상, 해병대주둔기념표석비, 종각, 전시장, 문화시설, 전시장""","""도로, 중앙광장, 휴게광장, 그늘시렁, 벽천, 데크, 겨울연못, 야외무대""",1944-01-03,부산시설공단,051-860-7820,2018-08-01,B552587,부산시설공단
26440-00001,구랑공원,문화공원,-,부산광역시 강서구 구랑동 1199-7,35.157215,128.854935,9137,4,-,화장실,-,"""팔각정자, 파고라2, 평의자6, 앉음벽14.38m, 축구장(골대2), 컨테이너, 안내판, 볼라드3, 음수전1, 소화전보호대1, 데크164㎡, 데크계단127.62㎡,""",2011-09-02,부산광역시 강서구청 녹지공원과,051-970-4534,2018-09-14,3360000,부산광역시 강서구
26440-00002,압곡공원,근린공원,-,부산광역시 강서구 구랑동 1219,35.154655,128.854727,33756,4,-,-,-,"""배드민턴장, 족구장, 파고라4, 안내판, 볼라드7, 데크435.11㎡, 데크계단197㎡, 목교25.76㎡, 평의자6""",2008-02-28,부산광역시 강서구청 녹지공원과,051-970-4534,2018-09-14,3360000,부산광역시 강서구
26440-00003,서연정공원,소공원,-,부산광역시 강서구 대저1동 1330-7,35.216183,128.969558,646,4,-,-,-,"""앉음벽13.57m, 트렐리스3, 안내판2, 플랜트2, 파고라, 평의자4""",2013-01-23,부산광역시 강서구청 녹지공원과,051-970-4534,2018-09-14,3360000,부산광역시 강서구
26440-00004,용두공원,어린이공원,-,부산광역시 강서구 대저2동 1870-67,35.183679,128.956007,1620,-,"""조합놀이기구, 그네""",-,-,"""정자, 농구장, 평의자6""",1998-07-25,부산광역시 강서구청 녹지공원과,051-970-4534,2018-09-14,3360000,부산광역시 강서구
26440-00005,새동내공원,어린이공원,-,부산광역시 강서구 대저2동 2407-1,35.174568,128.950612,1009,8,"""조합놀이기구, 그네, 흔들놀이기구2""",-,-,"""정자, 평의자14, 트렐리스2, 안내판, 볼라드""",1995-04-07,부산광역시 강서구청 녹지공원과,051-970-4534,2018-09-14,3360000,부산광역시 강서구
26440-00006,상방공원,소공원,-,부산광역시 강서구 대저2동 3136-1,35.172659,128.952493,3791,5,"""조합놀이대, 시소""",-,-,"""정자, 등의자5, 안내판, 공원등8""",2006-11-21,부산광역시 강서구청 녹지공원과,051-970-4534,2018-09-14,3360000,부산광역시 강서구
26440-00007,덕두공원,소공원,-,부산광역시 강서구 대저2동 3136-3,35.170895,128.953453,4726,6,-,-,-,"""파고라, 평의자3, 등의자2, 안내판, 공원등8""",2006-11-21,부산광역시 강서구청 녹지공원과,051-970-4534,2018-09-14,3360000,부산광역시 강서구
26440-00008,근린공원,근린공원,-,부산광역시 강서구 대저2동 3146-2,35.165806,128.953667,14221,-,-,-,-,"""자전거보관대, 연못, 파고라3, 등의자7, 평의자7, 족구장, 농구대2, 공원등27, 컨테이너2""",2006-11-21,부산광역시 강서구청 녹지공원과,051-970-4534,2018-09-14,3360000,부산광역시 강서구
26440-00009,샛바람길공원,소공원,-,부산광역시 강서구 동선동 1068-2,35.054875,128.835424,330,3,-,-,-,"""정자, 등의자2""",2009-01-07,부산광역시 강서구청 녹지공원과,051-970-4534,2018-09-14,3360000,부산광역시 강서구
26440-00010,명지소공원,소공원,-,부산광역시 강서구 명지동 1396,35.107636,128.926612,867,5,-,-,-,"""파고라1, 앉음벽8m, 수도1, 안내판, 솟대5, 평의자2""",2006-12-27,부산광역시 강서구청 녹지공원과,051-970-4534,2018-09-14,3360000,부산광역시 강서구
26440-00011,바다공원,근린공원,-,부산광역시 강서구 명지동 3229-21,35.087405,128.899938,10001,5,-,화장실,-,"""육각정자1, 원형의자4, 평의자12, 평상2, 파고라2, 족구장(28*35M)""",1992-05-08,부산광역시 강서구청 녹지공원과,051-970-4534,2018-09-14,3360000,부산광역시 강서구
26440-00012,에디슨공원,어린이공원,-,부산광역시 강서구 명지동 3230-12,35.087519,128.897994,1500,-,"""조합놀이기구1, 흔들놀이기구 4, 시소1""",-,-,"""앉음벽7m, 바닥분수1, 파고라2, 목제데크148㎡, 도막포장78㎡, 수증등12, 양잔디1, 등의자6, 평의자6""",2001-09-26,부산광역시 강서구청 녹지공원과,051-970-4534,2018-09-14,3360000,부산광역시 강서구
26440-00013,링컨공원,어린이공원,-,부산광역시 강서구 명지동 3231-1,35.085495,128.897768,1500,-,"""조합놀이기구1, 흔들놀이기구 3, 시소2""",-,-,"""바닥분수1, 앉음벽72.6m, 공원등15, 도막포장253.5㎡, 수증등12, 파고라1, 양잔디1, 평의자7""",2001-09-26,부산광역시 강서구청 녹지공원과,051-970-4534,2018-09-14,3360000,부산광역시 강서구
26440-00014,늘품공원,어린이공원,-,부산광역시 강서구 명지동 3232-7,35.084518,128.900585,1500,-,"""조합놀이기구1, 흔들놀이기구3""",-,-,"""파고라1, 평의자6""",2001-09-26,부산광역시 강서구청 녹지공원과,051-970-4534,2018-09-14,3360000,부산광역시 강서구
26440-00015,별무리공원,어린이공원,-,부산광역시 강서구 명지동 3233-1,35.083143,128.901138,1500,8,조합놀이기구1,-,-,"""막구조파고라3, 사각정자1, 등의자5, 열주, 놀이벽""",2001-09-26,부산광역시 강서구청 녹지공원과,051-970-4534,2018-09-14,3360000,부산광역시 강서구
26440-00016,큰나무공원,어린이공원,-,부산광역시 강서구 명지동 3234-1,35.083129,128.897766,1500,-,"""조합놀이기구1, 흔들놀이기구3, 시소1""",-,-,"""등의자9, 파고라1""",2001-09-26,부산광역시 강서구청 녹지공원과,051-970-4534,2018-09-14,3360000,부산광역시 강서구
26440-00017,맹꽁어린이공원,어린이공원,-,부산광역시 강서구 명지동 3235-1,35.080752,128.897908,1500,-,"""조합놀이기구1, 시소1""",-,-,"""안내판, 태양광볼라드30, 파고라1, 등의자2, 평의자5, 평상1""",2001-09-26,부산광역시 강서구청 녹지공원과,051-970-4534,2018-09-14,3360000,부산광역시 강서구
26440-00018,명호어린이공원,어린이공원,-,부산광역시 강서구 명지동 3236-1,35.080721,128.900785,1500,-,"""조합놀이기구1, 흔들놀이기구3, 그네2""",-,-,"""파고라1, 돌의자9""",2001-09-26,부산광역시 강서구청 녹지공원과,051-970-4534,2018-09-14,3360000,부산광역시 강서구
26440-00019,등대공원,어린이공원,-,부산광역시 강서구 명지동 3241-1,35.080713,128.906433,1500,-,"""조합놀이기구1, 시소2, 흔들놀이기구3, 그네2""",-,-,"""안내판, 목계단, 파고라1, 원형의자1, 평의자7""",2001-09-26,부산광역시 강서구청 녹지공원과,051-970-4534,2018-09-14,3360000,부산광역시 강서구
26440-00020,도담공원,어린이공원,-,부산광역시 강서구 명지동 3242-4,35.079992,128.910613,1500,-,"""조합놀이기구1, 시소2, 흔들놀이기구3, 그네2""",-,-,"""안내판, 볼라드7, 파고라1, 평의자7""",2001-09-26,부산광역시 강서구청 녹지공원과,051-970-4534,2018-09-14,3360000,부산광역시 강서구
26440-00021,남명공원,어린이공원,-,부산광역시 강서구 명지동 3243-3,35.083292,128.909979,1500,-,"""조합놀이기구1, 시소2, 흔들놀이기구3, 그네2""",-,-,"""안내판, 목계단, 파고라1, 원형의자1, 평의자6""",2001-09-26,부산광역시 강서구청 녹지공원과,051-970-4534,2018-09-14,3360000,부산광역시 강서구
26440-00022,갈대성공원,어린이공원,-,부산광역시 강서구 명지동 3244-1,35.083147,128.906046,1500,-,흔들놀이기구6,-,-,"""데크, 막구조파고라3, 등의자4, 앉음벽35m, 돌의자6, 돌탁자2, 열주4""",2001-09-26,부산광역시 강서구청 녹지공원과,051-970-4534,2018-09-14,3360000,부산광역시 강서구
26440-00023,명지공원,근린공원,부산광역시 강서구 명지오션시티7로 30 (명지동),부산광역시 강서구 명지동 3247번지,35.087464,128.907259,170405,10,-,"""화장실2, 주차장, 관리사무소""",-,"""바닥분수, 다목적운동장, 볼라드62, 안내판4, 안내석, 야외석물탁자5, 통돌벤치20, 앉음벽139m, 돌담150m, 장대석의자12, 상징게이트4, 장식열주6, 자연석계단2, 팔각정자, 파고라16, 평의자48, 등의자50, 둥근의자28""",2001-09-26,부산광역시 강서구청 녹지공원과,051-970-4534,2018-09-14,3360000,부산광역시 강서구
26440-00024,철새탐방공원,문화공원,부산광역시 강서구 명지오션시티1로 284 (명지동),부산광역시 강서구 명지동 3308-3,35.087242,128.912317,1344,-,-,-,-,"""이층정자1, 철새탐조대1, 등의자2""",2008-11-12,부산광역시 강서구청 녹지공원과,051-970-4534,2018-09-14,3360000,부산광역시 강서구
26440-00025,장전공원,근린공원,-,부산광역시 강서구 미음동 1531,35.161437,128.861779,38936,3,-,-,-,"""농구장, 족구장, 팔각정자, 파고라3, 등의자13, 평의자16, 플랜터28.8m, 앉음벽14.78m, 데크858.57㎡, 데크계단28.75㎡, 계단목91, 안내판""",2008-02-28,부산광역시 강서구청 녹지공원과,051-970-4534,2018-09-14,3360000,부산광역시 강서구
26440-00026,탑동공원,근린공원,-,부산광역시 강서구 미음동 1536-1,35.161809,128.858199,10293,-,-,-,-,"""팔각정자1, 파고라1, 평의자3, 데크528.4, 안내판1""",2008-02-28,부산광역시 강서구청 녹지공원과,051-970-4534,2018-09-14,3360000,부산광역시 강서구
26440-00027,남강공원,문화공원,-,부산광역시 강서구 미음동 1553-7,35.156126,128.856431,5787,-,-,화장실,제실,"""파고라3, 등의자3, 평의자9, 안내판1, 볼라드2, 전통담장105.77m, 앉음벽11.37m, 통석의자15m, 계단목4, 데크129.71㎡, 디자인휀스202m""",2008-02-28,부산광역시 강서구청 녹지공원과,051-970-4534,2018-09-14,3360000,부산광역시 강서구
26440-00028,와룡공원,근린공원,-,부산광역시 강서구 미음동 1559,35.156283,128.854219,139553,6,-,-,-,"""농구장, 족구장, 파고라5, 등의자15, 평의자26, 플랜터14.4m, 안내판, 볼라드6, 데크1,804.94㎡, 계단목74""",2008-02-28,부산광역시 강서구청 녹지공원과,051-970-4534,2018-09-14,3360000,부산광역시 강서구
26440-00029,범방공원,문화공원,-,부산광역시 강서구 미음동 1528-3,35.160561,128.863786,3394,-,-,-,-,"""족구장2, 등의자4, 목재앉음벽22.15m, 데크120.45㎡, 안내판, 공원등12, 산책등12""",2008-02-28,부산광역시 강서구청 녹지공원과,051-970-4534,2018-09-14,3360000,부산광역시 강서구
26440-00030,범방어린이공원,어린이공원,-,부산광역시 강서구 범방동 1851,35.152031,128.883214,2382,6,"""조합놀이기구, 시소2""",-,-,"""정자, 파고라3, 농구대, 등의자12, 평상2, 안내판""",2002-03-12,부산광역시 강서구청 녹지공원과,051-970-4534,2018-09-14,3360000,부산광역시 강서구
26440-00031,송정공원,근린공원,-,"""부산광역시 강서구 송정동 1455,1476""",35.099099,128.823388,55110,14,-,화장실2,-,"""사각정자1, 파고라12, 다목적운동장, 평의자12, 등의자24, 음수대2, 문주4, 농구골대2, 축구골대2, 안내판, 공원등56, 입간판, 관리사무소""",1989-10-20,부산광역시 강서구청 녹지공원과,051-970-4534,2018-09-14,3360000,부산광역시 강서구
26440-00032,희망공원,근린공원,-,부산광역시 강서구 송정동 1625,35.091681,128.853413,29821,10,-,"""화장실, 주차장""",-,"""그늘시렁5, 등의자31, 볼라드10, 다목적운동장, 농구장, 문주4, 안내판2, 공원등45, 준공기념비1, 육각정자2, 사각정자2, 파고라4, 축구골대2, 농구골대2, 자전거보관대1, 음수대1, 관리사무소""",1992-03-26,부산광역시 강서구청 녹지공원과,051-970-4534,2018-09-14,3360000,부산광역시 강서구
